dow,hr,min,stage,No.of waiting,Reason,Serviece time
1,19,6,2,9,3,178.2
1,21,0,2,0,2,0
1,21,11,4,32,3,284.8
3,0,14,4,48,2,336
6,0,10,2,39,3,733.2
2,0,38,3,19,0,159.6
6,19,33,3,44,3,391.6
6,10,20,3,12,3,104.4
1,0,45,4,36,1,237.6
3,19,36,4,32,2,262.4
3,0,52,3,6,2,70.2
3,21,51,3,27,0,286.2
3,22,58,2,44,1,695.2
4,21,50,2,22,0,354.2
5,19,51,4,37,1,247.9
6,16,49,4,36,1,248.4
1,10,56,2,19,3,285
3,20,37,2,13,3,257.4
4,20,37,3,15,2,141
2,21,45,4,32,1,169.6
4,18,18,3,46,0,473.8
4,0,14,4,32,0,313.6
0,12,22,3,20,3,200
5,21,44,2,35,2,633.5
2,0,42,2,47,3,1034
5,19,46,4,17,0,156.4
0,0,20,2,6,3,119.4
1,19,30,3,10,0,110
6,14,15,2,48,1,878.4
3,0,10,2,8,0,129.6
3,19,20,4,49,3,426.3
4,22,56,4,21,1,210
6,0,56,3,25,2,270
5,21,54,2,46,3,915.4
5,0,41,2,12,2,229.2
5,0,14,4,30,3,246
1,0,27,2,3,0,71.1
4,0,31,2,19,0,450.3
2,9,10,3,7,0,60.2
2,19,53,2,4,3,91.6
0,20,12,2,3,3,63
6,9,29,3,23,1,246.1
2,0,30,3,10,2,114
4,0,21,4,42,2,252
4,0,55,2,39,2,900.9
2,19,35,2,36,0,838.8
3,11,13,4,26,3,153.4
1,21,53,3,38,3,402.8
2,18,58,3,1,0,11.6
6,22,53,4,25,2,140
2,0,21,2,12,1,237.6
6,0,41,3,20,0,178
1,12,39,2,32,2,624
0,12,23,2,13,3,308.1
1,21,2,2,43,1,967.5
0,14,15,3,10,2,102
0,0,56,2,19,3,357.2
0,0,0,2,30,1,519
2,19,30,3,45,1,517.5
5,0,12,2,20,3,366
2,0,19,3,42,2,407.4
2,0,44,3,34,0,323
4,18,0,3,25,1,202.5
4,12,49,3,46,2,538.2
6,0,27,2,3,2,69.9
4,20,36,4,20,2,176
4,9,43,2,42,2,802.2
1,0,16,2,13,2,300.3
4,19,14,3,26,2,288.6
2,0,22,3,1,3,11.7
6,11,51,4,35,0,245
3,20,24,2,30,0,711
1,21,48,3,29,2,292.9
2,11,26,2,23,0,400.2
3,18,30,2,44,0,932.8
6,21,24,2,6,3,147.6
4,18,27,2,47,2,752
3,18,20,4,47,1,408.9
2,22,36,3,42,3,344.4
0,0,42,3,28,3,243.6
1,22,54,4,0,2,0
6,14,58,2,18,1,432
3,19,54,3,45,3,499.5
3,22,32,3,40,1,456
2,18,4,4,7,0,49.7
1,22,28,2,49,2,1136.8
5,0,47,2,20,2,336
0,0,48,2,4,0,95.2
3,12,44,2,13,1,269.1
6,22,15,3,2,2,18.8
2,22,48,2,44,1,1034
2,0,45,3,3,1,28.5
2,20,3,3,38,1,323
3,20,11,3,33,3,359.7
1,18,11,2,49,1,882
2,0,24,3,4,0,41.6
4,21,22,2,45,3,810
5,20,43,3,17,3,173.4
6,20,47,3,17,2,161.5
3,22,12,3,35,3,409.5
6,14,35,4,16,0,91.2
1,22,23,3,20,0,166
2,22,27,2,22,3,334.4
1,19,22,2,45,0,954
4,21,36,2,43,2,928.8
1,18,35,3,49,1,450.8
0,22,36,2,19,3,315.4
2,21,29,3,3,2,35.4
4,21,44,3,19,3,182.4
1,20,13,3,48,3,451.2
6,19,53,4,45,2,319.5
3,9,23,4,26,3,231.4
6,12,28,2,28,2,582.4
1,21,42,2,18,2,291.6
6,9,1,2,16,1,284.8
1,18,12,4,33,3,273.9
1,10,44,3,8,0,92.8
5,20,35,4,17,2,161.5
2,19,52,3,8,1,92.8
6,21,1,2,42,0,777
1,0,39,2,12,0,188.4
2,18,6,2,26,3,465.4
3,0,31,2,27,0,634.5
6,15,50,3,20,1,224
1,22,46,2,12,3,226.8
2,0,30,2,46,3,979.8
2,19,28,2,49,1,1048.6
3,0,42,2,49,1,833
0,17,0,4,40,3,364
5,18,34,2,20,1,440
2,18,0,2,11,1,179.3
3,20,44,2,18,3,448.2
2,0,3,4,12,0,96
1,19,39,2,43,1,709.5
6,0,20,3,13,2,111.8
5,19,14,2,10,2,159
2,9,24,4,9,2,65.7
2,19,37,2,9,3,197.1
5,19,12,2,13,2,267.8
3,9,3,4,13,0,119.6
6,12,43,2,14,1,219.8
3,11,0,4,49,1,294
3,0,17,4,48,3,369.6
2,20,5,4,2,3,12.8
4,0,37,3,43,3,460.1
6,16,45,2,9,0,223.2
2,0,42,2,17,2,414.8
5,20,50,3,49,2,553.7
5,0,5,3,32,2,326.4
0,19,34,3,3,3,35.4
4,21,32,2,10,0,163
3,0,17,2,41,1,660.1
6,10,20,4,35,0,210
2,0,38,2,32,1,652.8
2,19,33,3,35,2,339.5
4,0,6,3,27,3,280.8
4,18,0,2,34,1,533.8
5,0,21,4,28,0,215.6
6,0,9,2,28,2,506.8
6,9,40,3,25,0,207.5
1,21,30,2,44,0,756.8
0,11,20,2,44,1,963.6
1,20,8,2,6,1,148.8
5,0,17,2,45,1,733.5
0,15,16,3,3,2,31.8
1,0,23,3,26,2,247
1,18,21,4,32,0,252.8
3,0,16,2,42,0,810.6
4,18,52,2,2,1,35.8
1,0,38,2,49,0,759.5
0,0,19,2,48,3,993.6
5,20,20,3,0,1,0
5,0,57,2,33,3,795.3
6,20,8,3,26,3,283.4
5,11,53,3,25,3,230
3,0,23,2,34,0,758.2
0,0,31,4,20,2,112
5,0,12,3,40,1,364
2,22,32,2,5,2,84.5
4,12,5,2,11,2,260.7
0,0,52,4,19,3,127.3
3,20,44,2,49,3,1146.6
2,9,0,2,12,0,262.8
6,0,42,4,43,0,283.8
0,12,56,2,19,2,459.8
2,0,56,4,0,2,0
0,0,41,3,4,3,45.6
1,20,4,3,19,0,222.3
1,0,6,3,13,3,106.6
0,0,29,2,39,1,772.2
4,21,13,2,6,3,123.6
5,20,32,2,6,0,101.4
2,0,49,2,20,0,378
5,20,34,3,32,3,310.4
1,9,19,2,48,3,1132.8
6,0,39,3,0,0,0
4,20,40,4,4,1,37.2
1,0,2,2,21,0,525
5,0,0,3,38,0,421.8
5,21,53,2,18,2,381.6
0,10,12,3,12,3,112.8
0,0,7,2,38,0,676.4
1,12,11,2,15,3,345
1,0,58,2,25,0,555
4,21,5,2,19,0,290.7
1,21,41,4,35,1,280
4,0,35,4,27,3,140.4
6,18,46,3,19,1,199.5
4,12,42,2,41,3,967.6
6,11,53,4,24,2,153.6
4,0,26,2,21,2,399
2,0,50,4,22,2,123.2
6,0,43,3,29,0,342.2
2,0,45,3,15,1,153
1,0,42,2,10,2,227
5,18,23,3,8,3,81.6
6,10,39,2,42,2,982.8
2,0,6,4,10,3,80
6,0,29,2,5,2,79.5
3,18,22,2,13,1,296.4
5,19,15,2,5,0,85.5
3,0,54,2,18,1,300.6
3,0,23,4,21,0,140.7
5,0,17,4,24,0,235.2
5,0,41,2,42,0,1037.4
5,22,24,3,39,3,460.2
4,19,46,3,8,3,95.2
5,22,46,3,3,0,32.1
2,22,7,2,23,2,547.4
1,0,22,2,26,2,462.8
5,22,7,4,38,2,368.6
0,10,0,3,46,3,372.6
0,19,43,4,36,3,219.6
2,22,56,3,20,3,182
2,19,27,2,29,2,513.3
1,19,0,3,14,0,162.4
1,22,34,4,36,1,255.6
2,19,46,3,21,1,228.9
2,0,0,2,7,0,165.9
4,0,34,2,9,2,189.9
3,20,39,2,20,2,332
4,0,22,2,20,3,418
1,18,2,3,27,2,267.3
1,21,57,2,38,3,661.2
5,9,48,4,1,2,7.5
6,11,37,4,24,2,156
3,19,57,2,39,2,694.2
4,0,4,2,32,1,649.6
0,19,44,2,17,2,261.8
1,0,58,4,47,0,324.3
5,0,11,3,14,2,117.6
5,20,39,2,33,0,613.8
0,21,24,4,18,1,135
5,11,32,3,14,2,161
3,19,42,3,0,0,0
5,21,58,4,15,3,115.5
1,19,6,3,45,1,504
5,19,7,3,32,1,374.4
6,21,9,2,41,0,1012.7
6,0,53,4,5,3,25.5
5,0,14,2,48,3,1108.8
4,0,54,3,12,2,121.2
2,11,9,4,22,3,158.4
5,21,4,2,45,3,918
2,0,29,3,1,2,11.7
4,0,17,2,7,3,131.6
2,0,31,3,28,0,280
4,18,33,2,21,0,342.3
4,18,33,2,15,3,228
2,10,25,2,5,0,111
6,11,21,2,8,3,176
4,22,42,2,22,0,369.6
6,21,16,3,44,2,523.6
4,0,9,4,36,3,295.2
6,9,29,3,8,1,88
2,20,20,3,32,3,307.2
3,22,10,3,20,0,174
6,11,27,3,41,2,336.2
5,0,24,2,12,3,190.8
4,18,6,3,14,2,140
1,0,36,4,22,2,178.2
1,22,8,3,47,1,455.9
2,12,14,4,48,3,278.4
4,21,38,2,23,1,531.3
3,0,33,4,33,3,231
3,21,11,2,39,1,928.2
3,20,48,2,15,1,304.5
4,0,34,2,28,1,632.8
6,17,56,3,48,0,532.8
4,0,21,2,11,2,232.1
1,18,8,3,3,0,26.1
2,0,24,2,41,1,910.2
6,15,15,3,12,1,110.4
5,22,10,4,20,0,120
4,18,31,2,4,2,81.6
2,9,35,2,17,1,382.5
1,21,45,2,9,0,169.2
4,20,51,3,15,0,132
5,11,44,2,30,0,612
4,22,8,2,49,3,975.1
6,16,45,3,39,1,335.4
2,0,21,4,41,0,385.4
3,19,41,2,17,3,345.1
3,12,20,2,18,3,412.2
4,0,14,2,32,2,764.8
4,22,9,2,30,0,534
5,12,15,4,44,2,294.8
3,21,42,2,41,0,992.2
4,12,30,2,45,0,1048.5
5,22,19,2,45,1,679.5
1,0,45,4,22,0,193.6
6,9,31,2,21,2,325.5
0,18,2,4,27,3,210.6
4,22,28,2,23,3,494.5
2,20,49,4,44,2,431.2
1,19,54,2,9,2,136.8
1,12,6,2,16,0,264
5,0,46,4,16,0,89.6
1,19,27,3,37,3,310.8
3,0,58,4,11,3,86.9
6,19,28,3,0,3,0
4,20,33,3,4,1,43.6
5,18,38,3,2,0,21.2
5,0,39,2,7,1,147
5,19,40,3,18,1,190.8
4,18,8,3,23,1,184
5,18,55,2,26,0,390
3,0,31,2,45,1,1125
0,0,20,2,35,1,850.5
4,19,52,2,12,1,260.4
2,0,42,3,5,2,46
3,19,48,4,2,2,10
1,19,11,2,11,1,225.5
1,0,20,2,4,3,62
2,22,41,3,12,0,135.6
1,21,7,2,10,3,196
0,17,12,3,34,3,292.4
3,19,8,2,5,3,77
2,9,19,4,43,2,288.1
4,18,51,3,37,1,436.6
3,9,4,2,3,1,55.2
3,0,9,3,48,1,508.8
5,18,2,3,29,2,269.7
4,21,32,2,0,1,0
5,0,32,3,49,1,578.2
3,18,20,2,14,3,310.8
3,0,51,2,14,0,235.2
4,0,36,4,6,1,39
1,19,34,2,18,1,300.6
4,12,51,2,24,3,520.8
2,19,20,2,42,0,659.4
6,0,14,3,34,1,380.8
0,20,9,4,41,2,254.2
6,20,6,4,44,2,374
2,0,12,2,6,2,106.8
3,0,14,2,9,0,166.5
4,0,13,4,4,2,40
2,0,51,2,35,2,689.5
6,17,14,2,22,0,347.6
4,19,51,3,31,0,279
2,0,8,2,16,2,296
1,22,27,3,24,0,204
2,0,10,4,30,2,153
3,22,17,2,44,2,752.4
5,0,30,2,39,1,705.9
1,20,42,2,38,3,744.8
1,20,33,3,43,1,430
3,0,51,2,1,0,21.6
6,12,2,3,21,3,191.1
2,20,43,2,29,3,585.8
2,20,51,3,22,2,246.4
2,20,47,2,5,0,102
6,10,45,2,37,1,810.3
3,0,31,3,41,1,422.3
1,22,48,2,32,1,640
1,21,51,3,6,0,59.4
6,20,57,2,39,0,705.9
3,0,43,3,25,2,247.5
6,20,4,4,40,1,320
0,17,50,2,46,1,1053.4
6,0,47,2,25,1,557.5
2,22,3,3,5,0,59
2,0,49,3,44,3,444.4
1,20,13,2,19,3,425.6
2,18,26,2,23,2,487.6
4,10,39,4,23,3,163.3
4,20,58,2,21,0,386.4
5,0,48,2,8,2,196
3,10,9,2,16,0,387.2
0,11,56,2,4,3,74.8
3,9,28,4,20,0,136
0,0,16,4,23,0,213.9
2,21,25,3,17,3,188.7
0,18,8,4,38,0,254.6
5,22,32,2,11,1,179.3
0,22,10,2,21,1,468.3
5,22,18,2,5,2,97
4,10,57,3,10,2,80
3,9,6,2,47,2,747.3
4,0,11,2,11,3,217.8
2,19,13,3,25,1,220
0,11,48,3,26,1,304.2
0,9,22,2,27,3,658.8
1,0,36,2,39,0,690.3
5,18,12,2,19,1,286.9
4,19,57,3,5,2,47
1,12,45,2,27,1,483.3
1,19,57,4,18,2,174.6
5,18,37,4,33,0,270.6
5,22,33,2,17,2,418.2
4,18,41,2,18,3,288
3,0,44,2,46,3,984.4
0,11,42,2,49,3,1122.1
5,22,27,2,33,2,768.9
6,20,58,3,47,1,437.1
2,0,10,2,6,2,99
6,22,13,4,35,0,315
4,0,38,2,2,2,46.2
5,9,35,3,46,2,496.8
3,0,31,2,5,1,80.5
1,0,33,3,15,3,150
1,0,4,4,37,1,333
4,0,4,3,45,0,369
2,22,55,2,49,3,999.6
4,0,26,3,24,3,280.8
4,0,8,2,43,0,898.7
4,0,46,4,39,2,198.9
0,17,41,4,29,2,168.2
6,12,47,2,9,1,216
3,19,36,2,16,1,398.4
4,19,50,2,39,0,768.3
4,0,58,3,4,2,33.2
3,21,56,2,46,1,1113.2
2,0,14,4,4,3,28
5,0,39,2,42,1,991.2
5,10,12,3,18,0,172.8
3,0,51,2,30,2,453
6,0,55,4,7,3,67.2
5,0,16,2,32,1,710.4
0,22,31,2,44,2,704
1,22,24,2,20,0,388
1,19,17,3,12,1,122.4
3,21,5,2,34,3,642.6
2,20,25,3,12,3,127.2
3,10,37,2,12,3,253.2
1,0,49,4,13,1,111.8
6,19,50,4,38,0,364.8
0,19,41,4,23,3,151.8
4,0,10,2,5,1,94
6,17,3,2,3,0,45.6
0,18,10,3,24,2,268.8
5,0,19,4,32,0,169.6
6,11,44,2,33,1,518.1
6,15,23,4,30,0,174
3,22,36,4,21,0,186.9
2,22,12,4,43,0,219.3
3,0,25,2,31,1,474.3
6,0,52,3,41,2,471.5
1,20,52,2,10,3,209
0,19,21,3,43,2,430
0,12,21,3,8,0,73.6
6,11,22,3,28,3,327.6
6,14,16,2,41,1,684.7
6,20,14,2,31,1,483.6
4,0,36,4,2,2,13.4
1,0,51,3,3,0,32.7
3,18,55,2,40,0,692
0,16,26,2,40,0,952
2,18,40,2,4,1,68
5,20,35,2,49,0,955.5
0,0,52,3,38,2,315.4
5,0,23,4,23,3,149.5
1,18,2,2,0,2,0
6,19,5,3,12,1,123.6
2,18,1,3,2,3,23.4
6,0,24,2,13,2,244.4
6,21,47,2,37,3,699.3
1,0,31,2,15,0,244.5
2,21,23,3,2,3,17.6
1,0,41,2,11,0,215.6
1,22,24,2,19,1,387.6
5,0,47,2,44,3,994.4
2,20,23,4,35,1,294
6,9,56,2,40,1,824
2,0,5,2,43,0,666.5
2,10,25,2,37,3,695.6
5,22,51,2,20,0,480
6,16,44,2,15,3,333
1,18,46,2,39,0,959.4
0,12,12,3,6,2,54.6
6,21,29,2,39,0,791.7
0,12,9,2,44,3,994.4
5,12,51,2,2,0,39
2,0,20,2,44,0,1007.6
5,0,58,3,11,1,91.3
2,20,17,3,0,0,0
6,15,20,2,37,3,562.4
6,0,53,2,15,0,303
2,19,7,2,41,1,783.1
4,19,17,4,38,2,342
4,0,52,2,23,3,489.9
0,19,46,2,41,0,893.8
1,0,26,4,48,2,465.6
3,0,56,2,2,3,33.4
2,11,48,4,7,0,63
2,0,49,3,12,0,123.6
6,0,43,4,12,1,106.8
2,0,10,2,1,2,18.8
4,0,43,2,1,3,22.9
1,22,48,2,4,2,82
5,21,12,4,41,1,344.4
1,0,0,3,27,2,307.8
1,11,10,4,47,3,296.1
1,19,25,2,0,2,0
2,0,23,2,14,2,274.4
5,20,7,4,23,2,126.5
6,19,12,3,31,3,257.3
6,11,32,2,30,2,513
1,21,55,3,37,1,384.8
4,11,11,2,19,1,345.8
4,0,28,4,45,1,342
5,22,50,3,32,1,259.2
1,20,37,2,7,0,130.9
5,20,6,2,2,2,37.6
5,0,3,2,35,1,854
6,17,0,3,9,0,81.9
6,11,32,2,37,0,584.6
6,15,22,3,1,1,8.5
4,0,19,3,23,2,197.8
2,0,4,4,39,3,327.6
1,21,12,2,30,1,663
3,18,25,2,18,1,370.8
6,11,23,2,27,2,575.1
6,21,49,2,47,2,940
0,16,49,2,12,1,230.4
5,0,28,2,25,3,547.5
4,0,37,3,31,1,337.9
3,0,5,2,32,0,550.4
6,0,2,2,48,0,1099.2
3,10,10,2,13,0,217.1
1,11,5,4,45,0,238.5
4,0,19,3,7,2,58.8
6,19,58,3,47,1,441.8
0,21,9,3,47,1,559.3
4,9,4,3,6,2,68.4
2,22,55,2,1,0,19
3,22,34,3,17,1,200.6
4,11,18,3,3,3,36
6,19,58,2,32,0,742.4
2,18,28,4,22,0,180.4
6,0,6,2,18,3,306
4,0,22,3,3,2,27
2,19,33,2,25,0,477.5
6,18,11,2,42,2,966
3,19,20,2,48,3,820.8
4,19,15,2,5,2,118.5
0,19,4,2,38,3,790.4
0,14,53,4,36,0,309.6
6,0,40,2,25,3,427.5
2,0,4,3,34,0,316.2
3,18,48,3,21,3,178.5
0,9,36,2,32,2,576
6,21,12,2,19,0,461.7
4,21,49,4,26,1,161.2
5,18,29,3,18,2,178.2
1,18,28,4,10,3,76
2,18,49,3,45,0,427.5
2,0,8,2,0,0,0
0,14,38,3,28,2,232.4
0,18,14,2,47,0,817.8
0,19,40,2,9,3,173.7
3,10,18,3,44,0,506
4,20,36,2,30,2,474
1,22,32,3,3,1,28.8
5,9,26,4,7,0,63.7
5,22,48,4,10,0,63
3,11,43,2,17,2,340
5,19,37,4,31,2,241.8
4,12,46,2,44,0,994.4
1,0,36,2,29,0,559.7
4,10,48,2,34,2,615.4
1,10,56,4,24,1,148.8
2,18,14,3,44,3,382.8
3,9,41,3,2,1,16.6
0,15,14,4,0,2,0
6,19,15,4,14,0,84
1,12,51,3,34,1,397.8
2,18,21,3,31,3,291.4
0,12,32,2,32,0,684.8
0,11,18,2,44,2,946
1,0,50,2,5,0,114
3,19,56,4,21,2,149.1
5,18,28,3,30,0,261
0,12,11,3,31,1,322.4
5,10,47,2,29,1,640.9
5,0,53,2,45,0,954
5,0,36,2,42,2,676.2
0,14,18,4,32,3,256
6,0,53,2,43,2,1010.5
0,0,3,2,2,2,30.8
4,19,52,3,17,0,200.6
6,18,58,3,16,0,137.6
5,21,0,2,36,1,601.2
4,21,15,3,31,3,337.9
3,21,32,3,43,1,374.1
0,12,57,2,25,0,580
3,18,55,3,28,3,240.8
1,0,48,3,41,1,471.5
1,19,57,4,5,1,38.5
4,0,7,3,35,1,360.5
1,18,18,2,13,0,265.2
6,11,6,2,40,3,764
1,18,38,2,40,0,780
2,20,7,4,44,1,325.6
3,21,14,3,10,0,118
3,10,14,4,39,0,269.1
4,22,47,2,36,3,572.4
3,21,29,2,14,1,211.4
1,21,25,2,8,0,148
0,15,28,3,47,2,423
4,0,48,4,32,0,313.6
2,19,3,2,11,2,251.9
0,16,10,2,47,0,831.9
4,19,30,2,13,1,258.7
2,22,7,2,21,3,497.7
2,0,55,2,14,1,333.2
5,21,29,4,13,1,75.4
0,20,37,2,45,2,765
5,20,47,4,20,1,116
1,18,26,3,34,3,394.4
6,21,46,2,11,0,260.7
2,0,19,3,19,2,182.4
5,0,9,4,10,1,99
0,0,52,3,38,0,372.4
5,18,28,3,27,3,256.5
1,20,43,2,16,2,288
5,0,35,3,0,2,0
1,0,25,3,14,3,168
6,18,37,2,30,3,501
3,10,15,3,24,2,276
3,18,2,3,31,3,362.7
5,0,48,3,13,1,132.6
0,21,0,3,31,3,303.8
2,11,35,2,17,0,409.7
1,18,46,4,46,1,312.8
1,0,35,4,46,3,340.4
0,0,14,2,32,2,761.6
4,20,0,2,13,1,211.9
6,0,25,2,39,3,873.6
4,22,10,3,16,2,144
2,0,21,4,0,1,0
5,22,5,3,28,0,268.8
2,0,46,3,30,2,282
3,0,46,4,1,2,6.9
3,20,16,3,25,0,212.5
5,12,30,3,17,2,185.3
0,0,29,2,42,0,747.6
1,9,12,4,41,3,291.1
5,12,15,3,8,1,90.4
1,19,29,2,21,2,325.5
6,10,57,3,41,0,389.5
0,15,13,2,11,1,243.1
5,19,11,3,29,1,304.5
6,17,7,3,23,0,250.7
1,18,7,3,49,2,588
6,10,43,3,10,2,82
4,0,36,2,2,2,48.2
0,10,38,2,26,0,621.4
3,10,32,2,41,3,750.3
3,21,3,2,47,1,1156.2
6,22,15,3,34,2,408
4,12,30,2,19,3,336.3
5,10,48,2,18,0,315
6,17,50,4,2,0,19.2
0,9,50,3,10,2,116
0,9,47,2,42,0,1016.4
4,19,2,2,5,1,97
1,12,10,4,48,2,297.6
0,10,50,4,37,3,366.3
5,0,30,3,37,1,325.6
1,19,29,4,9,3,54.9
2,0,6,4,46,1,404.8
3,18,0,3,23,2,200.1
6,10,22,4,19,0,96.9
0,17,58,3,41,1,430.5
5,0,19,2,37,3,595.7
5,0,26,2,33,1,534.6
4,18,30,4,35,2,297.5
1,12,24,2,43,3,834.2
3,0,28,2,13,3,315.9
6,9,22,3,33,3,316.8
6,16,11,2,44,3,814
4,22,0,2,2,3,49.8
0,0,34,3,11,2,116.6
3,9,15,4,19,2,150.1
1,20,33,2,42,3,928.2
1,0,1,2,28,0,641.2
5,20,54,4,42,1,331.8
2,22,10,2,31,1,480.5
2,19,46,2,15,0,271.5
4,9,20,4,21,3,178.5
4,18,31,3,2,0,18.4
0,0,19,3,16,2,144
5,0,19,2,47,1,784.9
4,0,12,2,21,0,422.1
2,0,3,2,26,1,616.2
2,9,4,4,30,0,189
2,20,14,3,29,1,263.9
0,22,17,2,0,1,0
1,20,30,3,14,1,114.8
6,0,55,2,47,2,761.4
0,22,3,2,29,1,559.7
0,17,33,3,32,1,275.2
0,10,5,3,19,2,190
3,11,5,3,45,1,508.5
6,0,54,2,39,1,721.5
2,0,54,2,47,3,864.8
4,0,31,2,26,3,605.8
5,0,2,2,16,0,276.8
5,21,39,3,1,2,8.6
0,9,55,2,38,2,870.2
6,0,38,2,15,1,298.5
0,0,45,4,22,2,154
2,12,54,2,3,1,57.3
3,19,35,2,15,1,352.5
3,9,43,3,30,0,354
0,12,5,2,0,1,0
3,0,15,2,1,1,19.6
2,18,25,2,32,3,768
2,22,10,2,40,2,860
5,18,41,3,47,0,554.6
2,0,45,3,4,1,46.8
2,20,35,3,6,1,66
4,19,57,2,44,3,831.6
4,0,9,2,9,1,216
1,9,10,4,3,2,23.1
1,18,29,2,4,3,70.4
5,19,32,2,9,2,223.2
6,17,44,2,13,3,239.2
6,20,30,2,28,2,568.4
2,20,38,3,32,1,323.2
4,11,25,2,48,0,844.8
4,19,8,3,7,2,67.9
6,0,32,2,38,0,870.2
1,19,41,2,0,1,0
1,10,1,2,28,0,462
4,21,22,2,31,0,750.2
5,0,38,2,14,1,289.8
3,12,43,3,20,1,192
6,22,55,2,13,1,296.4
6,10,49,2,28,0,658
0,18,0,2,38,2,630.8
4,22,54,2,29,2,606.1
2,0,56,2,39,3,690.3
4,12,21,3,31,1,263.5
1,12,36,4,13,2,81.9
5,12,24,3,43,1,344
3,21,55,2,21,0,373.8
1,21,24,2,32,3,630.4
5,0,56,2,16,0,259.2
6,0,39,3,48,0,537.6
2,22,23,3,1,1,11.9
5,20,47,4,35,2,294
0,11,30,2,26,1,470.6
1,21,57,4,44,1,259.6
2,22,53,4,17,2,115.6
3,21,42,2,34,1,527
4,10,14,2,35,1,808.5
5,0,5,2,8,1,162.4
1,19,57,2,28,1,448
1,21,32,2,44,2,695.2
3,9,25,3,37,0,321.9
3,0,13,4,40,0,320
4,22,55,2,8,1,154.4
6,11,49,2,22,2,462
6,14,19,3,8,1,84
5,0,43,4,20,3,102
1,22,28,3,2,3,16.4
5,0,23,4,5,1,45.5
6,22,25,3,22,2,253
1,22,21,2,4,1,80
4,0,26,2,3,0,59.7
5,19,45,2,25,1,497.5
5,22,35,3,18,2,151.2
2,19,30,3,35,3,339.5
1,0,40,2,28,1,554.4
0,19,33,2,23,2,370.3
0,10,19,3,37,1,425.5
4,20,4,3,47,0,390.1
3,0,52,4,11,1,89.1
6,17,56,4,25,2,170
4,0,23,3,22,0,250.8
2,18,6,4,15,3,111
0,18,1,4,27,2,151.2
2,18,10,4,32,3,288
4,19,23,2,38,0,619.4
0,9,6,2,19,0,353.4
3,0,46,2,19,3,459.8
5,0,32,2,22,3,385
2,20,39,4,46,2,372.6
3,0,13,4,32,1,224
6,0,4,2,27,1,642.6
5,9,34,3,5,3,57
6,14,38,4,18,0,165.6
5,22,36,2,45,0,706.5
4,9,17,2,32,3,793.6
3,22,22,2,45,3,940.5
3,0,9,2,35,1,675.5
4,22,52,2,44,2,1051.6
4,0,58,3,38,1,433.2
0,21,40,2,26,1,501.8
4,20,3,2,11,3,200.2
6,10,34,2,40,3,688
3,10,31,3,46,0,437
4,22,21,2,29,1,475.6
5,20,46,4,47,1,258.5
6,11,37,4,7,0,53.2
3,0,21,2,33,0,646.8
5,19,15,3,0,1,0
4,0,7,2,6,1,145.8
0,9,52,2,2,1,43.4
0,0,53,2,29,3,591.6
2,19,31,2,23,0,542.8
4,18,42,3,5,1,54.5
5,21,7,3,49,1,548.8
5,0,41,2,25,2,415
0,20,16,2,44,2,941.6
1,20,42,3,38,2,421.8
1,0,4,2,33,1,732.6
0,12,39,2,41,3,717.5
6,16,1,2,48,1,835.2
2,0,17,3,4,2,42.4
3,20,55,3,41,0,455.1
1,19,37,2,16,2,259.2
0,20,27,3,20,1,232
6,14,51,2,48,0,1003.2
6,0,35,4,47,1,408.9
6,12,29,4,7,0,44.8
5,19,54,3,2,3,21.2
0,15,52,2,39,2,939.9
1,20,55,2,12,2,290.4
6,21,47,3,4,3,38.4
0,17,26,2,46,1,961.4
6,17,35,3,8,2,89.6
6,0,52,2,10,0,232
1,0,9,2,33,3,726
4,0,20,2,3,1,74.4
0,0,22,2,16,2,374.4
5,10,18,3,18,0,214.2
2,10,10,3,45,3,531
2,0,3,2,38,1,889.2
0,19,54,3,30,1,315
2,9,6,4,1,2,7.4
4,0,41,2,33,1,811.8
1,10,56,2,0,1,0
3,0,42,2,44,3,888.8
1,20,58,4,45,3,445.5
0,9,1,2,41,1,906.1
2,22,32,4,37,2,370
6,12,0,3,36,3,363.6
2,0,26,2,15,1,319.5
3,22,7,3,23,2,227.7
3,19,36,4,13,0,83.2
4,22,13,2,38,1,824.6
6,19,33,4,10,1,65
4,20,53,4,47,2,343.1
5,0,31,2,28,3,498.4
4,19,5,2,3,3,72.9
4,20,24,2,7,2,114.1
0,9,56,2,13,3,247
1,19,35,2,36,2,828
0,0,53,3,43,0,503.1
1,22,0,4,14,3,140
4,22,5,3,33,0,323.4
5,0,20,4,11,0,103.4
4,0,5,3,21,0,174.3
2,22,55,3,16,3,188.8
1,20,38,2,20,0,474
0,16,52,2,6,1,145.2
3,20,19,3,38,0,361
6,19,43,3,25,3,207.5
5,19,9,3,35,1,360.5
1,20,37,2,44,0,844.8
6,21,58,3,45,1,499.5
4,19,0,2,47,2,968.2
5,21,42,2,4,0,71.2
5,22,17,3,6,0,53.4
5,11,50,2,18,2,356.4
5,12,22,2,47,1,1057.5
3,12,30,3,40,3,340
2,22,47,2,4,0,61.2
3,12,16,2,0,0,0
3,19,44,2,13,0,270.4
4,20,13,2,0,0,0
0,16,28,3,21,1,245.7
4,22,36,2,10,3,170
4,22,23,2,41,2,643.7
3,9,40,3,28,1,288.4
2,22,8,2,11,3,223.3
1,21,4,3,24,2,266.4
0,22,56,3,23,0,216.2
